,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2021-02-25,942.357642,976.856284,940.9958535,973.38376872,35436994.07066516,2974.0,3029.8999,2968.45,2995.3,4224073.0,804.875,818.125,801.0,803.2,20109570.0
2021-02-26,960.9687515,968.64011466,939.95181565,946.8061511,38106302.85099338,2960.0,2972.3501,2880.0,2894.3,5553153.0,793.525,794.45,760.5,767.2,27912846.0
2021-03-01,957.8820309,958.699104,936.22959375,954.02363015,17975632.77998015,2926.0,2965.0,2901.8,2924.2,3265871.0,782.0,786.275,770.35,779.45,13536018.0
2021-03-02,963.238399,966.869835,948.30416384,955.975527,17436789.19303548,2960.0,3025.0,2948.0,3006.3501,3306469.0,787.85,793.75,775.5,784.1,16110038.0
2021-03-03,962.80716598,1007.67805166,956.5202424,999.59819734,32456877.11417742,3035.0,3064.0,2996.8999,3059.1001,3509857.0,792.0,798.0,782.5,793.425,11222410.0
2021-03-04,989.56631,994.08290852,979.44368215,987.68254797,21793245.42687796,3023.0,3081.45,3016.05,3049.7,3916760.0,774.275,785.5,769.55,776.025,16291438.0
2021-03-05,978.672002,1004.06935752,977.33290998,988.97620165,25937133.40948319,3016.1001,3063.2,2996.6001,3008.05,3203686.0,765.5,772.8,760.55,765.0,17445822.0
2021-03-08,984.34612075,1013.12520566,984.119156,994.60497284,19832163.36457534,3016.0,3033.0,2996.0,3006.95,2003125.0,771.0,777.5,756.25,759.75,15117050.0
2021-03-09,998.6449,1004.9091271,974.40511009,994.58223098,15407220.72480418,3006.95,3066.8999,2992.1001,3050.95,1942397.0,772.5,782.85,769.125,781.25,15066696.0
2021-03-10,1001.8224065,1005.49928084,985.14049738,990.45147252,11711470.6138288,3075.0,3093.2,3060.0,3070.95,3053778.0,786.0,787.5,776.075,777.875,11055016.0
2021-03-12,996.3752525,1001.55000341,964.10081966,970.31974459,17146215.43653805,3075.0,3117.0,3041.3501,3057.95,2938317.0,800.0,800.0,767.525,775.975,15631204.0
2021-03-15,971.43182648,975.44905716,944.40032475,957.29187716,16976869.75620664,3041.0,3099.0,3041.0,3066.1499,3097140.0,774.2,774.2,757.65,764.325,12230484.0
2021-03-16,959.606963,965.054117,951.20926725,953.52435309,14105179.32850806,3060.0,3141.0,3060.0,3110.05,4894756.0,765.45,770.2,755.0,756.075,13722366.0
2021-03-17,952.36678748,954.6137385,923.79192545,932.98404322,19530612.13250075,3105.0,3155.0,3085.3,3112.95,3838390.0,762.125,769.5,745.1,747.675,21064428.0
2021-03-18,940.95041516,946.3522216,908.3129295,911.98975845,20991825.82317298,3125.95,3146.45,2987.05,3036.5,3656306.0,755.875,761.025,740.575,745.5,18065540.0
2021-03-19,903.7736345,951.36818797,900.0514126,945.081219,42484332.91953926,3030.0,3099.0,3005.0,3050.2,5776626.0,742.5,755.6,737.025,748.75,21235020.0
2021-03-22,940.0879945,941.449783,922.9294594,936.18415541,18882218.4942816,3048.7,3139.45,3018.6499,3129.6499,2821646.0,747.45,747.45,730.2,734.575,14015632.0
2021-03-23,935.97993252,957.65506615,933.279052,947.57783125,17711704.13026692,3140.0,3169.0,3122.8501,3142.6001,3305973.0,735.0,753.725,734.55,750.075,19761428.0
2021-03-24,944.05987763,944.05987763,926.1977518,929.32986535,17103373.98208312,3111.2,3152.3,3111.1499,3121.1001,2207104.0,745.45,753.225,735.5,739.4,16368900.0
2021-03-25,932.371193,932.371193,901.0500575,903.97790278,22368577.05877234,3112.2,3130.8501,3050.0,3064.8501,3179786.0,745.1,747.775,725.125,731.675,23964356.0
2021-03-26,913.306154,914.07783415,895.92065415,905.43047718,20516754.25368917,3090.6499,3118.0,3043.05,3066.8,3697370.0,747.0,749.5,737.0,745.65,12021258.0
2021-03-30,911.490436,930.05610716,904.02329572,921.15913435,20782632.54536222,3083.0,3188.45,3060.8999,3158.55,4694261.0,753.325,781.275,750.775,776.85,25608064.0
2021-03-31,916.029731,930.51003666,907.4050705,909.26618145,16521816.71382891,3155.0,3205.0,3132.0,3177.8501,3530069.0,774.0,774.0,744.0,746.825,30774506.0
2021-04-01,916.029731,921.476885,909.28887793,917.77735957,11918826.60192827,3191.1001,3215.0,3145.0,3165.0,4285076.0,749.7,749.7,732.5,743.375,35763762.0
2021-04-05,919.18454103,919.2072375,890.65507195,904.4999217,15123176.6166332,3171.0,3263.0,3151.0,3238.8999,5317862.0,740.0,742.5,715.5,724.8,16006586.0
2021-04-06,909.674718,910.10595103,893.7871855,900.73230685,14242830.65982713,3275.0,3275.0,3230.0,3264.7,2291562.0,730.0,731.325,716.325,720.125,15075734.0
2021-04-07,907.859,929.14829355,904.81767235,909.15269908,24671051.3416731,3259.0,3277.55,3234.8,3271.3999,2491268.0,719.65,728.35,710.775,723.6,25088180.0
2021-04-08,912.8522245,917.845449,904.6814935,910.28752282,15625505.72280497,3270.0,3335.0,3266.05,3317.3501,2578118.0,726.5,730.45,715.25,716.4,17613592.0
2021-04-09,907.15540928,910.74145233,898.78041,899.71096548,14272000.38772541,3354.0,3354.3501,3308.0,3322.25,2911129.0,713.0,716.4,707.55,710.875,28157816.0
2021-04-12,889.2478905,890.3373213,862.57953238,867.52736393,21250064.16194585,3322.25,3338.1001,3213.2,3246.55,3791828.0,696.5,699.5,676.5,683.525,22549128.0
2021-04-13,873.360358,880.8955877,870.56869157,876.9010081,19734916.98600774,3214.0,3214.0,3073.05,3104.05,8654596.0,684.0,703.225,680.5,700.175,18600682.0
2021-04-15,874.40439585,890.1557495,868.3671335,882.57512685,20052655.75381199,3160.3,3237.25,3087.45,3218.95,6062760.0,702.5,718.35,695.5,715.05,34444984.0
2021-04-16,879.0798697,885.11713205,874.47248528,877.03718695,15918064.36902647,3229.0,3247.0,3182.6001,3195.1499,3224657.0,717.475,722.5,711.75,714.325,15606526.0
2021-04-19,864.281768,869.9104938,857.926755,863.23773015,18786985.64424652,3169.0,3189.0,3135.1001,3161.8,2679106.0,695.0,708.85,686.15,706.2,24069242.0
2021-04-20,867.23230975,871.0907105,858.13102328,862.98806893,17490579.48425912,3225.0,3225.3501,3126.3501,3144.55,3141893.0,712.5,713.2,691.975,695.7,23186270.0
2021-04-22,858.94809638,869.02533128,851.88949265,865.3711988,14732624.77983916,3148.0,3148.0,3105.25,3118.8,1988980.0,690.0,713.4,685.525,711.25,38485312.0
2021-04-23,865.189627,871.04531755,860.35527782,864.44064332,12026131.81121738,3105.0,3119.0,3091.05,3109.5,1615309.0,704.5,717.3,700.1,707.075,22713528.0
2021-04-26,871.54464,890.609679,867.68623925,879.64728158,21194447.59593726,3102.05,3153.0,3088.05,3100.8,2490260.0,706.5,714.5,701.375,702.4,30170952.0
2021-04-27,880.62323,906.5879974,879.82885338,902.70690018,20325947.09090288,3106.0,3136.1001,3103.0,3132.0,1471417.0,703.625,721.0,702.4,719.35,20592906.0
2021-04-28,906.88305158,911.490436,898.84849943,906.63339035,17407993.97263232,3149.95,3151.0,3112.0,3124.1001,1639037.0,718.125,739.5,715.5,738.4,24103940.0
2021-04-29,918.25398555,928.05886275,911.17268535,918.77600447,17703002.33846886,3145.6001,3157.3501,3105.5,3115.25,1621395.0,743.1,751.825,730.5,736.25,24078552.0
2021-04-30,911.71740075,924.200462,902.20757773,905.36238775,20159460.88544587,3099.0,3132.05,3020.0,3035.6499,3072305.0,722.5,726.9,703.75,706.15,35232902.0
2021-05-03,892.425397,898.3264805,882.03041145,889.27058697,24034441.47163822,3024.8999,3055.0,3004.0,3037.0,1545831.0,696.5,710.95,688.65,707.225,22473700.0
2021-05-04,885.162525,893.2424701,867.4592745,870.0012797,22214227.09914205,3062.8,3090.0,3035.0,3049.75,1990777.0,704.975,711.5,691.65,694.175,21486328.0
2021-05-05,873.06530382,879.94233575,866.12018248,871.59003295,12600302.46987693,3070.0,3099.3999,3052.3999,3095.7,1939289.0,700.5,704.8,690.85,701.3,14421612.0
2021-05-06,872.38440958,878.3535825,865.4619847,876.5378645,14868566.59459233,3105.5,3134.0,3074.0,3111.45,1791671.0,703.8,705.4,697.5,700.45,11477044.0
2021-05-07,879.60188863,887.72722668,874.268217,876.87831162,12493488.52630199,3133.0,3159.8501,3111.8,3132.8999,1912540.0,706.475,712.475,705.125,707.375,12048334.0
2021-05-10,880.1693005,883.7099506,871.97587303,874.3590029,14173740.63593576,3145.95,3164.2,3125.0,3145.5,2137153.0,713.5,715.0,706.4,709.925,11060050.0
2021-05-11,869.2749925,879.96503223,867.005345,877.51381293,13703046.39817417,3125.0,3128.1001,3091.1499,3122.6001,2415625.0,698.0,712.1,697.525,701.775,14519034.0
2021-05-12,876.12932795,877.40033055,865.6435565,868.43522293,13397734.67025166,3120.0,3120.0,3070.6001,3087.6001,1978558.0,699.875,704.3,694.425,699.75,13774926.0
2021-05-14,875.19877248,881.531089,865.189627,879.39762035,13513285.65338891,3098.5,3098.5,3040.0,3051.5,2043935.0,697.175,699.45,691.175,693.425,10604142.0
2021-05-17,879.39762035,891.26787678,876.2655068,889.86069532,12071090.3345123,3055.0,3075.2,3036.0,3069.75,2890462.0,697.575,721.3,690.65,720.125,15120692.0
2021-05-18,899.2343395,909.0392167,895.37593875,902.38914953,12266129.43199329,3100.0,3124.0,3078.0,3088.8,2098538.0,729.475,741.375,727.5,738.35,22165280.0
2021-05-19,898.78041,915.32614028,895.148974,906.51990797,16589126.7256259,3084.0,3118.0,3067.1001,3082.0,1986041.0,735.1,739.425,726.275,729.1,10130916.0
2021-05-20,906.90574805,912.80683155,899.2343395,901.2316293,11613030.21724739,3067.1001,3088.8,3052.1001,3060.0,2329027.0,729.175,732.95,714.25,716.4,10684184.0
2021-05-21,904.227564,912.2167232,901.503987,909.01652022,10965480.32238486,3061.0,3088.2,3055.1001,3080.5,1685566.0,721.5,750.95,721.5,748.65,19341646.0
2021-05-24,911.490436,912.3075091,899.688269,901.34511168,8694380.95563298,3081.5,3105.0,3072.0,3081.5,1652260.0,751.625,760.225,749.25,754.975,22146102.0
2021-05-25,906.2248538,906.4972115,889.70182,891.13169793,15026595.53961573,3092.0,3128.25,3082.1001,3114.0,1841613.0,755.25,756.875,735.25,739.475,19236974.0
2021-05-26,896.5107625,898.55344525,892.10764635,894.26381147,7604954.07326468,3120.0,3165.0,3103.8,3158.5,1923753.0,740.0,743.5,735.0,738.525,12283990.0
2021-05-27,894.37729385,904.6814935,890.72316138,897.01008495,27266568.92755373,3161.95,3217.75,3161.8,3180.0,5959785.0,736.55,744.5,731.225,741.325,20439496.0
2021-05-28,903.319705,955.5215975,903.319705,950.8915166,57411699.39384862,3189.5,3198.0,3135.6499,3143.6001,1763701.0,745.45,756.5,739.375,751.725,17750020.0
2021-05-31,954.159809,994.87728515,946.46570398,980.62389885,60110175.69908984,3150.0,3170.3501,3128.6001,3159.1499,1652799.0,750.0,759.75,743.75,757.925,15661054.0
2021-06-01,983.211297,999.552759,974.35967175,984.52764716,28481028.44164127,3168.6001,3169.95,3132.0,3153.0,1377441.0,760.15,763.5,753.625,755.85,11030162.0
2021-06-02,979.1259315,1002.95723025,979.1259315,999.21231188,25040928.16175199,3150.8501,3159.45,3115.0,3129.45,2240078.0,755.0,755.1,746.5,752.0,10624016.0
2021-06-03,1008.1774195,1021.341375,996.87462034,1003.02527428,24374084.52193568,3154.55,3154.55,3122.6499,3141.25,1281706.0,754.0,762.475,743.875,760.275,10287260.0
2021-06-04,1005.3630566,1006.11204027,991.49551038,994.33256975,14709945.04653256,3128.0,3156.8501,3125.0,3143.75,1836060.0,758.0,760.325,749.6,750.475,9424476.0
2021-06-07,999.552759,1017.709939,991.8359575,1011.08252291,16609024.08854239,3145.0,3190.45,3133.6001,3183.2,2559821.0,755.0,757.0,748.0,749.925,8091668.0
2021-06-08,1010.71947009,1010.96904053,997.80508503,1005.27231609,9836084.67834763,3198.0,3231.0,3187.2,3200.1499,2574057.0,748.275,750.65,740.75,741.525,9872540.0
2021-06-09,1007.2695605,1008.1774195,979.55716452,987.2966625,11599435.59517502,3202.0,3220.0,3186.2,3200.25,1710925.0,741.95,751.0,736.025,740.15,10223442.0
2021-06-10,995.64891991,1012.262785,988.45418273,990.9280985,14391732.63689626,3210.0,3224.0,3193.0,3216.8,1874324.0,741.05,744.5,736.825,740.525,11483540.0
2021-06-11,990.88266016,1011.354926,989.61174834,1004.61402753,13992304.97246819,3211.55,3309.0,3211.0,3273.8,3452954.0,745.5,748.275,740.525,743.175,7205974.0
2021-06-14,1005.4538425,1025.08629338,996.39794898,1019.02628916,20671527.18649041,3279.0,3308.7,3270.3501,3276.3501,1847360.0,739.125,743.0,731.275,739.725,8881964.0
2021-06-15,1026.3345995,1032.64417416,1016.93825885,1021.341375,15427281.10863031,3298.0,3298.0,3251.55,3262.75,1304985.0,743.0,748.0,737.4,745.125,7569602.0
2021-06-16,1019.02628916,1020.00228298,1001.30043297,1003.91052759,10977420.50252297,3262.1001,3294.7,3253.0,3274.3501,1635552.0,744.0,747.0,739.05,742.3,7702098.0
2021-06-17,998.6449,1014.5324325,989.52087166,1005.74885128,16008576.22163794,3265.5,3336.05,3260.0,3317.75,2273413.0,733.0,739.375,730.0,733.05,9283802.0
2021-06-18,1010.22010225,1014.5324325,991.54094872,1010.28814628,29858823.8922564,3350.8999,3358.0,3275.0,3297.3,3380431.0,734.75,745.0,727.5,739.9,11938060.0
2021-06-21,1000.23365325,1020.20655125,998.71294403,1015.55377387,12389686.06358476,3265.0,3286.0,3251.7,3273.1001,1130569.0,730.675,745.9,729.5,744.35,7260472.0
2021-06-22,1023.157093,1026.3345995,1007.42848122,1010.33358463,13086582.82839075,3304.0,3327.05,3285.0,3301.2,1708688.0,748.5,754.0,740.0,741.9,14366824.0
2021-06-23,1021.341375,1021.61377809,999.41658015,1001.07346822,16931695.34035572,3329.0,3329.0,3256.3999,3261.3999,1467104.0,745.0,748.9,739.3,742.75,7844868.0
2021-06-24,1001.75436247,1005.27231609,971.40913,977.53717825,92987318.5153201,3284.0,3383.0,3278.5,3373.6001,4155204.0,745.0,756.725,744.0,753.125,14785024.0
2021-06-25,977.53717825,977.53717825,944.67272784,955.27193627,56278197.38527678,3375.25,3399.6499,3350.0,3380.8,2722861.0,755.55,761.0,753.5,757.55,10383176.0
2021-06-28,963.238399,965.28108175,944.6272895,946.896937,20615210.07116744,3391.5,3391.5,3333.0,3336.75,1355238.0,760.0,761.5,752.5,754.175,9356786.0
2021-06-29,948.48569025,957.3373155,946.03451634,947.7140101,27596754.56210711,3342.0,3366.3,3326.5,3340.8501,1497322.0,753.5,754.1,746.075,751.025,10971692.0
2021-06-30,951.54971438,963.53340778,949.18928098,958.08625378,20092450.47964497,3346.0,3382.0,3338.5,3345.75,1693146.0,749.0,754.5,747.05,748.95,9679022.0
2021-07-01,961.422681,963.76037253,950.9823025,952.32139452,12743448.04644774,3358.0,3362.0,3332.3501,3341.5,990310.0,751.0,751.0,741.5,743.375,16911442.0
2021-07-02,951.8901615,968.18618516,950.05174703,966.43860198,14321547.72932801,3331.0,3339.7,3295.2,3325.45,1682274.0,742.5,744.625,738.5,740.2,14827036.0
2021-07-05,969.79768027,977.55987473,967.55072925,976.0392109,11897451.03589875,3342.0,3374.0,3302.0,3321.0,1972858.0,744.975,752.25,742.275,747.725,7373882.0
2021-07-06,973.65608102,975.44905716,962.4213259,964.5094016,10238067.80568348,3313.0,3328.0,3256.1001,3262.3,2159420.0,748.5,770.0,748.0,767.35,17669032.0
2021-07-07,965.84849363,965.84849363,952.344091,957.81394148,10629251.89924867,3275.0,3282.7,3241.6001,3274.95,2640710.0,767.0,772.675,763.85,769.75,9629190.0
2021-07-08,960.94605502,960.94605502,944.6272895,949.89291709,11372003.80235257,3298.0,3298.0,3231.8999,3258.5,2485811.0,762.5,768.85,756.725,760.225,8420922.0
2021-07-09,947.804796,949.48433515,937.86378534,940.1787804,9188400.40138392,3250.0,3282.0,3201.0,3208.1499,6365067.0,756.275,758.0,748.75,751.0,10695842.0
2021-07-12,944.05987763,953.93284425,941.67674775,946.03451634,8728472.15261401,3235.0,3236.0,3188.3501,3193.1001,1892226.0,751.0,751.0,742.0,743.5,14458978.0
2021-07-13,953.25195,954.63643498,947.82749248,953.11577115,6829157.39118079,3214.0,3214.0,3175.0,3187.55,1809339.0,748.05,753.05,742.05,750.925,18178142.0
2021-07-14,953.41087072,956.36141247,944.74077188,946.896937,8674844.8823,3187.0,3222.0,3185.0,3214.55,2044279.0,748.75,753.675,745.55,749.575,9788494.0
2021-07-15,950.9823025,950.9823025,943.49246575,945.24013972,9605929.99573722,3227.6001,3231.8501,3194.0,3202.95,2232968.0,752.5,763.375,749.825,760.35,10438802.0
2021-07-16,947.69131363,959.94741012,947.62326959,958.88063041,8975415.78593152,3213.0,3219.8501,3192.0,3194.8,1256526.0,763.975,764.975,759.4,761.175,5170628.0
2021-07-19,953.25195,964.146258,949.73399638,952.77532402,8493779.32035702,3180.0,3199.8,3176.0,3184.6001,1597058.0,743.5,744.425,733.0,735.5,25111600.0
2021-07-20,953.02498525,956.883386,945.989078,950.4375871,6853894.71272521,3184.6001,3215.0,3156.1499,3205.8,1811945.0,721.0,727.0,718.075,721.575,24174250.0
2021-07-22,961.8766105,964.10081966,952.41213503,962.64829065,8105355.56732929,3190.0,3224.95,3190.0,3216.3501,2859334.0,728.05,734.25,722.5,724.35,13207114.0
2021-07-23,968.88982127,968.88982127,954.18250548,955.83934815,10102753.84173093,3230.0,3241.55,3206.6499,3212.8501,1776193.0,725.75,728.725,717.65,721.375,13126684.0
2021-07-26,956.883386,962.7844695,940.13343284,942.74352747,12596295.23967929,3200.0,3224.25,3190.8501,3197.55,1259611.0,715.0,722.0,714.05,717.275,13167166.0
2021-07-27,942.7207856,945.85289915,926.924039,932.8251225,11005048.14073551,3200.0,3210.0,3161.1499,3182.95,1121367.0,718.05,724.95,718.05,719.875,22401430.0
2021-07-28,934.186911,934.186911,915.23535437,924.81326682,13112950.35903152,3188.0,3204.45,3132.3999,3197.8,1660654.0,717.525,719.35,702.0,708.65,20670342.0
2021-07-29,932.371193,941.63130941,927.5595403,932.03074588,13995314.25034064,3200.25,3225.45,3190.3,3195.8,1731997.0,714.125,714.975,706.65,709.125,13702230.0
2021-07-30,934.186911,938.70350952,921.97620745,923.88271135,11539906.52733519,3219.0,3223.5,3162.3501,3167.45,2999943.0,709.5,715.875,703.975,713.225,11655488.0
2021-08-02,932.50737185,943.90095691,926.53819893,940.76888875,11107306.31078174,3180.0,3224.8999,3167.0,3219.3999,2608669.0,717.5,717.5,708.125,711.325,13258786.0
2021-08-03,948.712655,949.1665845,937.0012739,947.69131363,12014381.08781209,3229.0,3290.0,3218.95,3284.8999,3804735.0,705.0,719.95,705.0,717.35,12033120.0
2021-08-04,950.70989941,959.606963,947.3508665,954.95418562,13389438.22774241,3300.0,3305.2,3261.2,3273.95,2929598.0,720.5,737.25,720.0,732.65,22053948.0
2021-08-05,959.74314185,978.1272866,955.18115038,968.79903538,21606507.17787674,3275.0,3315.0,3262.5,3283.95,2534521.0,733.55,753.525,728.7,742.425,18822408.0
2021-08-06,966.84713852,974.56394002,943.60594813,948.28142198,16898181.3255142,3272.55,3324.0,3265.0,3309.8,2292362.0,741.775,750.0,737.0,746.325,13339270.0
2021-08-09,944.6272895,948.6218691,938.04531175,942.87961553,7619125.87747657,3323.8999,3337.0,3310.0,3322.7,1510489.0,746.0,753.675,738.0,751.95,10998048.0
2021-08-10,945.081219,959.1530335,941.33630062,947.82749248,12117978.67289965,3315.6001,3349.8999,3315.6001,3333.8999,2040777.0,744.5,759.875,744.5,753.825,14838346.0
2021-08-11,951.86746502,962.33054,945.71667491,961.10493035,9338143.9188244,3350.0,3360.0,3327.1001,3344.2,1929707.0,757.45,759.425,745.525,747.475,12585786.0
2021-08-12,964.55474916,965.1449029,955.5215975,958.01820975,8273326.58485514,3326.0,3368.0,3326.0,3351.75,1310205.0,748.5,753.8,744.65,750.7,8597674.0
2021-08-13,961.10493035,975.90298666,957.31461902,973.97378628,12994053.04127623,3360.75,3480.0,3357.5,3463.3999,4363584.0,750.6,765.5,750.5,763.1,16658428.0
2021-08-16,975.65341622,1000.0066885,966.03002003,986.61576825,22301269.24996062,3460.0,3494.3501,3436.5,3472.95,2083489.0,763.075,767.5,760.725,765.3,6252778.0
2021-08-17,984.50504147,991.9267434,974.97252197,982.41692038,12869273.7528625,3482.1001,3560.8,3463.0,3553.05,4336019.0,758.6,762.0,752.65,757.325,8282666.0
2021-08-18,986.842733,992.6530306,977.12868709,986.22988278,10243899.10768082,3573.8501,3595.0,3536.6001,3560.55,2631309.0,778.35,782.675,754.175,756.5,22985932.0
2021-08-20,972.7709185,985.934874,970.0473415,975.15404838,9583488.18483928,3506.0,3575.0,3500.0,3559.5,2836148.0,743.025,759.9,743.025,757.375,13150406.0
2021-08-23,986.842733,986.842733,967.91387285,981.55449972,10018740.79565219,3580.0,3673.0,3561.8999,3637.3999,3744176.0,764.925,766.575,754.325,762.3,10843054.0
2021-08-24,982.78006398,995.013464,978.49047559,991.24584915,12062340.07703839,3657.0,3667.3501,3594.3999,3613.2,2511141.0,765.0,782.25,763.725,779.425,18381314.0
2021-08-25,992.01748391,1007.72349,989.61174834,999.82516209,13603711.58957503,3610.0,3697.75,3607.05,3659.0,2123263.0,776.05,782.4,774.0,778.7,7727974.0
2021-08-26,1002.276336,1019.02628916,1000.9145475,1012.46705327,18899641.90474512,3660.0,3687.6001,3647.8999,3671.8501,1902533.0,775.0,785.5,771.725,777.4,11119002.0
2021-08-27,1015.4402915,1018.05038612,1005.93046848,1011.08252291,10655425.56718609,3666.0,3729.5,3651.1001,3720.1499,3944728.0,776.0,779.325,772.625,774.225,6382138.0
2021-08-30,1021.341375,1033.07549797,1015.3495056,1030.53344737,14260996.47632507,3715.0,3740.3501,3687.6001,3701.3,2033114.0,777.8,785.0,775.8,784.125,9049166.0
2021-08-31,1033.55203316,1036.66149563,1017.82342138,1025.04085503,26927170.40862072,3709.3999,3804.1001,3703.45,3786.45,3207480.0,781.75,791.675,781.1,790.7,12062576.0
2021-09-01,1031.7817535,1040.81490516,1027.2424585,1029.10361484,11331363.1301777,3796.0,3816.7,3707.0,3714.95,2643336.0,787.5,799.0,787.25,789.55,12422558.0
2021-09-02,1023.6110225,1047.5785001,1023.6110225,1041.49579941,10122823.03749811,3734.0,3859.1499,3722.0,3836.75,3403717.0,787.05,796.0,785.625,794.5,9618524.0
2021-09-03,1048.577145,1087.1611525,1045.17267375,1084.21061075,31175830.16745993,3825.0,3856.8999,3804.55,3842.05,1746812.0,793.05,799.0,784.15,788.025,10735334.0
2021-09-06,1095.3318835,1125.74516,1094.877954,1101.05144059,34202764.96680652,3849.7,3877.6001,3814.0,3852.0,1723693.0,789.975,790.475,780.975,782.85,7876896.0
2021-09-07,1103.048685,1115.758711,1094.877954,1107.99647116,17639232.52399326,3864.0,3869.95,3808.25,3815.8999,1585039.0,781.25,791.0,777.6,784.625,7245496.0
2021-09-08,1113.035134,1113.942993,1092.44938578,1103.66153522,14540165.37810387,3810.0,3815.0,3756.0,3774.1499,4147175.0,785.975,790.25,782.8,788.2,6724080.0
2021-09-09,1102.09538766,1106.61207697,1096.73911034,1101.05144059,9112732.26349026,3789.7,3808.7,3765.0,3791.3999,1441148.0,787.0,789.725,780.5,784.3,8250948.0
2021-09-13,1104.4104735,1104.4104735,1074.92775248,1076.51650573,16583187.47735056,3767.0,3852.3999,3767.0,3845.3501,1691473.0,781.0,792.0,776.825,777.775,8959164.0
2021-09-14,1078.0825625,1086.707223,1073.997197,1075.10932427,9056924.03776357,3849.95,3896.5,3825.0,3885.8999,1991188.0,780.0,782.25,773.3,774.275,9758506.0
2021-09-15,1075.13202075,1087.50159962,1075.13202075,1079.58052985,9222357.21626376,3882.1001,3980.0,3866.0,3954.55,2461369.0,767.5,777.4,767.5,773.4,14822998.0
2021-09-16,1081.05580073,1106.11270913,1074.4511265,1102.2316119,13673173.91797625,3930.0,3981.75,3892.1001,3903.3,2946666.0,768.875,782.15,768.15,779.975,10260550.0
2021-09-17,1110.311557,1114.78280797,1078.35496559,1085.14116623,35463874.89687275,3920.0,3945.0,3805.0,3827.8501,6477148.0,784.5,794.5,779.6,791.075,20498102.0
2021-09-20,1076.76621234,1097.76045172,1075.812915,1086.86614372,11976276.05167763,3809.0,3871.0,3807.8501,3823.5,2002008.0,782.0,790.85,779.0,779.925,8781610.0
2021-09-21,1091.7004475,1096.96607509,1082.167928,1091.56426865,10081105.1055285,3858.0,3871.55,3821.6499,3862.95,1568129.0,781.0,784.325,764.475,775.975,14774996.0
2021-09-22,1093.062236,1108.495839,1088.63642338,1103.27564975,11179295.46328229,3862.5,3896.8501,3852.45,3862.1499,1744067.0,774.5,775.075,765.0,766.85,10582202.0
2021-09-23,1110.94701291,1133.4619615,1110.08459225,1130.23901666,16011039.15916459,3870.0,3879.0,3835.0,3869.25,2003869.0,771.0,786.0,771.0,785.0,13664304.0
2021-09-24,1136.43519973,1137.29766577,1122.113724,1126.97076965,15445528.43558306,3890.0,3944.3999,3855.0,3871.3,2320754.0,789.5,803.975,787.5,800.775,20806702.0
2021-09-27,1128.9226665,1148.39619666,1123.61169135,1145.92232628,15630228.92321385,3900.0,3904.0,3802.8999,3836.95,1673362.0,807.85,817.75,804.0,812.55,16415462.0
2021-09-28,1150.257353,1164.28372916,1140.6340476,1156.63506248,18336038.96640337,3850.0,3850.0,3751.25,3779.1499,2253075.0,816.0,816.0,791.0,807.525,12773790.0
2021-09-29,1166.598815,1166.598815,1143.92503648,1147.46573197,9881977.26739505,3759.8,3806.0,3722.1499,3791.8999,2489161.0,798.5,803.3,792.575,796.925,16263036.0
2021-09-30,1146.1719875,1150.52975609,1134.98267072,1143.56189288,13817310.83791646,3805.0,3805.0,3750.1001,3775.55,2252412.0,793.0,803.175,791.55,797.475,15975348.0
2021-10-01,1135.70891253,1152.8901441,1132.5541025,1145.58187915,9108339.51087118,3781.75,3810.0,3725.0,3730.2,1578374.0,791.5,794.5,782.625,791.35,11128596.0
2021-10-04,1158.8820135,1168.80041847,1151.64183798,1160.31184603,11100644.48333937,3724.8,3783.6499,3707.45,3773.3,1356860.0,794.5,800.675,791.8,792.875,7051028.0
2021-10-05,1159.83531084,1185.663854,1156.31735722,1184.3928514,13759339.28065922,3754.0,3840.0,3741.6001,3833.3,1877966.0,796.0,798.75,788.125,797.725,10257178.0
2021-10-06,1189.27259352,1189.27259352,1158.01959284,1161.99147597,10429972.05513191,3836.0,3857.45,3795.0,3810.8999,1678154.0,798.0,813.425,793.5,807.45,18600830.0
2021-10-07,1177.9470525,1179.64928813,1165.55477715,1167.68820041,6442344.02038202,3830.0,3899.0,3820.05,3892.8999,1647233.0,813.3,813.85,803.5,805.25,11265724.0
2021-10-08,1173.52123988,1218.52830441,1171.81900425,1212.55917688,16035536.35531509,3925.0,3989.8999,3900.0,3935.6499,2934339.0,806.0,811.0,800.075,801.325,7245562.0
2021-10-11,1226.24510591,1234.68824,1200.80244822,1204.11604278,15014968.18338531,3755.0,3757.5,3660.0,3685.6001,11845402.0,799.95,822.5,799.5,816.9,13080848.0
2021-10-12,1200.6435275,1217.8928485,1198.94129188,1210.9931201,6793449.20301501,3706.0,3707.0,3630.6001,3652.8501,5752877.0,812.5,820.775,812.5,814.8,8176946.0
2021-10-13,1216.0771305,1234.46127525,1211.67401435,1223.31730603,10125865.36014954,3650.0,3675.45,3645.0,3655.2,3545655.0,818.5,824.0,815.0,819.7,6225644.0
