,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2024-06-19,1487.5,1487.5,1456.0,1458.65,8725874.0,3827.6499,3833.8501,3792.95,3801.7,1509050.0,806.7,834.95,802.0,828.925,90131196.0
2024-06-20,1459.0,1482.85,1450.1,1473.69995,16113776.0,3796.0,3809.95,3780.05,3787.25,2846526.0,834.9,840.725,826.0,834.675,41408742.0
2024-06-21,1473.625,1474.69995,1440.57495,1454.19995,31170360.0,3827.0,3877.8,3798.05,3810.75,4642195.0,836.425,836.425,821.575,832.875,51630776.0
2024-06-24,1445.525,1449.5,1437.5,1441.475,8878386.0,3808.75,3857.0,3791.3,3816.8,1702154.0,823.5,837.55,822.875,836.2,28544994.0
2024-06-25,1443.0,1455.92505,1441.0,1454.15,7045386.0,3817.0,3847.6499,3792.8999,3838.45,1338808.0,835.55,858.475,835.55,855.675,74521548.0
2024-06-26,1446.05005,1518.975,1445.125,1514.025,22014882.0,3844.5,3866.95,3841.0,3855.8501,1639845.0,853.975,855.45,845.55,850.75,47596666.0
2024-06-27,1513.75,1537.5,1506.0,1530.55005,28383030.0,3831.0,3942.0,3818.1001,3934.1499,4526556.0,848.05,856.5,843.3,848.075,55074650.0
2024-06-28,1531.025,1581.0,1531.025,1565.4,28957336.0,3917.8,3960.0,3897.8501,3904.1499,2731571.0,848.8,853.3,839.5,841.9,26476046.0
2024-07-01,1562.525,1579.4,1555.67505,1560.15,7724306.0,3884.0,4001.7,3884.0,3978.2,2658723.0,840.0,853.65,840.0,852.6,21187024.0
2024-07-02,1569.5,1573.5,1557.0,1565.17505,7749246.0,3993.6001,4023.3999,3982.55,4017.3999,2307449.0,857.5,867.45,851.375,865.3,45921690.0
2024-07-03,1566.32495,1575.0,1542.775,1552.42505,9049620.0,4020.0,4026.1001,3955.0,3965.25,1821198.0,895.5,897.0,882.325,884.325,123217802.0
2024-07-04,1557.0,1567.5,1550.80005,1554.025,6837176.0,3999.8501,4047.3501,3982.1001,4020.95,2518001.0,879.875,879.875,862.425,863.575,45848658.0
2024-07-05,1553.82495,1598.5,1548.0,1588.625,12269710.0,4010.0,4026.75,3988.0,4011.8,1668616.0,842.5,842.5,821.1,824.05,82242548.0
2024-07-08,1589.0,1608.80005,1582.525,1600.9,9500806.0,4022.0,4031.25,3978.05,3993.2,1758882.0,822.65,827.475,813.575,817.675,39087800.0
2024-07-09,1597.6,1600.5,1580.5,1590.275,6960002.0,3985.0,4006.95,3975.1001,3985.5,1305801.0,812.5,823.35,810.175,818.25,48550878.0
2024-07-10,1595.0,1597.5,1563.15,1584.225,7134578.0,3983.7,4003.3,3902.0,3909.1499,2669716.0,814.975,820.0,810.375,813.05,45507182.0
2024-07-11,1587.5,1604.25,1570.5,1580.65,11940946.0,3931.0,3980.0,3895.6001,3923.7,4872189.0,811.975,812.925,800.5,810.95,44177074.0
2024-07-12,1584.5,1605.15,1574.5,1596.725,12924784.0,3980.0,4199.9502,3971.3,4183.9502,13509164.0,811.0,819.2,805.575,811.35,56049960.0
2024-07-15,1604.44995,1605.85,1585.5,1597.225,5329688.0,4235.7002,4240.0,4157.0498,4167.3501,4848030.0,811.75,814.9,807.6,811.5,33375694.0
2024-07-16,1593.5,1600.0,1569.125,1574.15,9386838.0,4172.0,4194.5498,4144.8999,4178.4502,2029521.0,810.375,813.5,808.4,809.875,28950324.0
2024-07-18,1576.0,1593.9,1557.82495,1586.67505,12298374.0,4160.0,4325.0,4160.0,4315.5498,5613364.0,804.0,811.975,799.575,807.4,33717064.0
2024-07-19,1586.0,1589.975,1552.80005,1555.15,13140390.0,4317.3999,4358.75,4285.25,4302.3999,3903354.0,808.0,811.5,801.75,803.65,26002152.0
2024-07-22,1537.25,1537.5,1499.275,1500.67505,19674376.0,4299.9502,4319.9502,4265.0,4287.3501,1896386.0,808.5,825.5,806.325,821.275,53744822.0
2024-07-23,1501.0,1505.75,1463.0,1487.9,18052044.0,4283.0,4361.7002,4266.2998,4302.3501,2365208.0,823.775,823.9,802.5,809.2,52002152.0
2024-07-24,1485.0,1509.5,1476.4,1495.69995,11913362.0,4287.5,4339.1001,4268.1001,4306.25,1809793.0,804.075,810.5,794.025,802.025,61728206.0
2024-07-25,1481.0,1500.475,1477.07495,1492.4,12519876.0,4295.0,4343.0,4274.2002,4322.5,2810342.0,796.5,812.5,796.5,808.3,25535732.0
2024-07-26,1492.4,1512.42505,1490.35,1509.025,9859940.0,4350.0,4422.4502,4337.0498,4387.8501,3552210.0,802.5,810.875,798.225,809.075,43810540.0
2024-07-29,1511.94995,1527.5,1511.775,1520.1,7538550.0,4415.0,4431.0,4371.0,4381.1001,1746803.0,807.5,815.925,799.15,802.525,51001148.0
2024-07-30,1517.025,1525.0,1510.0,1513.15,8228208.0,4391.1001,4398.0,4327.2998,4365.3501,1797906.0,801.0,817.375,799.5,807.775,54595834.0
2024-07-31,1504.0,1510.44995,1501.15,1505.42505,10057346.0,4350.0,4414.0,4345.0,4385.3501,2330091.0,807.0,813.95,804.6,807.875,37820484.0
2024-08-01,1512.0,1518.0,1504.30005,1515.30005,10764222.0,4399.3999,4419.2998,4365.0498,4397.1001,2202244.0,811.45,825.025,808.975,819.4,26215174.0
2024-08-02,1505.0,1509.32495,1493.275,1499.32495,10268248.0,4365.0,4398.0,4270.0,4283.0498,2811282.0,815.5,835.25,815.5,829.575,44119238.0
2024-08-05,1480.0,1483.9,1433.25,1447.32495,17046704.0,4239.0,4239.0,4110.5,4155.0498,2787771.0,820.05,823.0,800.5,807.875,41333634.0
2024-08-06,1455.15,1477.5,1451.32495,1456.05005,10236186.0,4170.9502,4258.25,4160.7998,4171.2002,2203067.0,815.0,816.475,796.65,800.6,45116050.0
2024-08-07,1469.0,1472.5,1461.5,1464.82495,8174568.0,4228.0,4244.9502,4180.2998,4200.4502,1237666.0,808.5,815.0,801.1,811.75,42346264.0
2024-08-08,1457.525,1465.0,1445.92505,1449.125,12387192.0,4181.0,4232.0,4160.0,4172.5498,2441283.0,812.0,826.65,809.625,821.35,33976950.0
2024-08-09,1460.0,1476.5,1456.0,1474.30005,6249776.0,4217.0,4253.6499,4205.5498,4228.75,1302536.0,826.0,831.275,822.9,825.1,26644618.0
2024-08-12,1470.0,1473.0,1457.75,1460.625,8184584.0,4230.0,4239.0,4186.3501,4195.6499,936912.0,826.0,837.975,823.675,830.05,39316196.0
2024-08-13,1460.75,1470.07495,1458.0,1463.625,6265064.0,4213.0,4234.0,4183.0,4196.9502,1495593.0,814.0,816.2,800.575,801.6,54055042.0
2024-08-14,1463.55005,1472.0,1453.69995,1461.85,6267466.0,4209.0,4306.2002,4188.1499,4295.25,3226545.0,803.25,806.85,801.6,803.9,32334428.0
2024-08-16,1468.65,1480.4,1458.05005,1478.19995,9416902.0,4350.0,4427.0,4325.1001,4416.0498,3457058.0,814.25,817.075,805.5,816.05,27849246.0
2024-08-19,1482.5,1498.30005,1480.5,1488.4,13797742.0,4421.0,4494.25,4390.3501,4490.0,2055210.0,818.825,818.825,811.85,815.775,19502164.0
2024-08-20,1497.225,1503.92505,1490.025,1495.94995,8411808.0,4505.0,4565.0,4500.0,4523.2998,2212298.0,813.725,823.0,813.725,818.85,31134494.0
2024-08-21,1493.25,1507.875,1490.0,1498.67505,7769996.0,4518.0,4560.0,4492.5498,4551.5,1896990.0,814.05,817.275,808.9,812.9,47630904.0
2024-08-22,1503.0,1506.5,1490.65,1498.125,10445782.0,4560.0,4560.9502,4497.2002,4502.0,1829872.0,816.0,819.15,814.0,815.65,21300638.0
2024-08-23,1503.75,1511.32495,1498.42505,1499.975,9249654.0,4500.0,4506.0,4455.0,4463.8999,1809253.0,817.0,817.0,811.5,812.525,20333422.0
2024-08-26,1506.975,1523.0,1503.0,1512.6,8816114.0,4489.0,4552.1499,4485.0,4502.4502,1844164.0,816.1,823.975,816.1,819.975,22364266.0
2024-08-27,1510.5,1513.475,1499.44995,1500.44995,6251156.0,4505.0,4510.0,4486.7998,4497.1499,930697.0,821.7,823.7,816.1,818.875,35773244.0
2024-08-28,1505.0,1507.475,1493.0,1498.30005,9610286.0,4498.75,4562.5,4457.2998,4506.0498,1848058.0,818.875,819.875,815.1,818.55,26921188.0
2024-08-29,1503.1,1537.0,1494.0,1520.92505,38335358.0,4460.0,4556.0,4460.0,4511.7998,2133641.0,821.0,822.2,815.575,819.275,49052604.0
2024-08-30,1534.0,1539.725,1503.32495,1509.625,41620730.0,4500.0,4592.25,4487.7998,4553.75,3637222.0,828.0,831.0,810.575,818.45,445342100.0
2024-09-02,1510.875,1526.80005,1506.625,1516.25,11240852.0,4576.0,4588.0,4512.0,4521.0498,1216500.0,823.4,823.4,811.6,813.475,34049680.0
2024-09-03,1521.25,1523.0,1507.5,1509.125,10923800.0,4521.0498,4555.8999,4495.8999,4512.3501,1717263.0,817.0,819.975,812.3,818.675,37282860.0
2024-09-04,1500.7,1517.5,1499.5,1514.55,11983304.0,4476.9502,4487.0,4436.7002,4479.25,1265505.0,819.5,822.4,816.0,820.9,24682744.0
2024-09-05,1519.05005,1525.775,1487.05005,1492.975,16264168.0,4481.0,4499.0,4454.1499,4475.9502,1688793.0,823.0,824.95,821.0,822.725,22876318.0
2024-09-06,1492.5,1497.0,1461.625,1464.82495,19394228.0,4473.9502,4518.9502,4440.0,4456.75,1649179.0,819.15,823.875,817.05,818.475,26029602.0
2024-09-09,1466.5,1469.925,1455.6,1462.45,9010298.0,4455.0,4490.25,4430.5,4449.55,1184938.0,819.0,824.25,815.05,823.25,23792914.0
2024-09-10,1460.5,1472.05,1457.575,1461.525,10768260.0,4442.45,4539.95,4440.45,4507.85,1385591.0,827.0,827.0,819.0,825.175,26606646.0
2024-09-11,1463.05,1468.75,1447.55,1451.5,9760202.0,4521.45,4549.35,4471.25,4479.35,1325919.0,825.2,826.25,819.6,821.95,22226684.0
2024-09-12,1457.0,1486.0,1445.875,1479.8,22349376.0,4510.25,4532.6,4431.3,4517.7,2742216.0,827.0,835.0,823.525,833.3,32424046.0
2024-09-13,1476.4,1483.15,1469.5,1472.625,8711328.0,4530.0,4547.0,4505.0,4522.6,1458786.0,837.0,837.0,828.525,832.975,23860532.0
2024-09-16,1477.55,1480.9,1464.75,1471.35,5481774.0,4527.0,4546.05,4494.45,4513.25,1155120.0,833.5,838.9,832.025,835.475,15172820.0
2024-09-17,1474.0,1477.475,1466.625,1472.3,5935328.0,4513.25,4535.8,4466.0,4505.65,1699364.0,839.0,839.0,832.075,834.4,20127122.0
2024-09-18,1470.0,1482.0,1460.55,1463.45,8574714.0,4497.05,4497.05,4321.0,4346.15,2961779.0,835.925,849.45,835.55,847.4,40917342.0
2024-09-19,1466.25,1476.5,1455.55,1469.675,16955902.0,4390.05,4422.2,4281.8,4296.15,2927551.0,849.6,859.5,849.575,854.25,30651776.0
2024-09-20,1474.0,1495.0,1471.375,1485.925,30897320.0,4316.9,4330.7,4227.5,4284.9,5447908.0,858.25,872.475,853.775,870.6,60623386.0
2024-09-23,1491.0,1501.5,1488.95,1493.375,8832314.0,4300.0,4309.4,4253.0,4268.5,1702319.0,874.5,883.175,870.125,879.9,26965350.0
2024-09-24,1488.5,1500.5,1487.875,1489.375,17137444.0,4251.65,4291.0,4240.0,4271.3,3012026.0,882.5,890.825,877.125,884.025,33039036.0
2024-09-25,1483.9,1496.5,1480.2,1493.95,7069002.0,4252.35,4289.6,4240.0,4274.75,2713073.0,880.075,894.0,880.075,889.55,31965312.0
2024-09-26,1490.65,1504.0,1488.05,1497.95,18818998.0,4260.0,4316.8,4260.0,4292.5,3964251.0,886.525,894.0,884.025,891.725,31899644.0
2024-09-27,1499.0,1533.475,1492.0,1526.175,20597478.0,4335.0,4378.0,4300.05,4308.7,3012477.0,888.5,889.1,875.0,876.325,35613502.0
2024-09-30,1519.4,1524.975,1474.4,1476.575,27008814.0,4286.9,4298.75,4260.05,4268.5,2503416.0,874.4,875.725,862.2,866.025,26383534.0
2024-10-01,1480.65,1487.95,1462.825,1464.825,16431642.0,4255.55,4295.75,4242.95,4287.9,1823365.0,862.0,871.0,860.05,863.1,24572284.0
2024-10-03,1436.575,1449.4,1402.075,1406.975,37757294.0,4262.6,4279.0,4210.0,4232.75,3350119.0,857.825,863.075,836.675,841.0,48473398.0
2024-10-04,1403.925,1417.35,1381.775,1386.525,37072876.0,4225.0,4298.0,4224.05,4252.25,2965463.0,837.25,845.325,826.5,828.825,48683232.0
2024-10-07,1393.5,1396.5,1361.375,1370.725,22181340.0,4273.9,4297.25,4229.4,4272.85,1472619.0,826.1,829.5,806.5,808.9,94458296.0
2024-10-08,1372.975,1401.0,1365.1,1397.35,17020808.0,4272.6,4279.4,4203.95,4253.25,1541867.0,815.0,828.4,811.0,825.525,29734406.0
2024-10-09,1397.525,1400.975,1372.5,1374.6,14310610.0,4260.0,4295.0,4246.7,4252.95,1082504.0,824.75,828.375,814.35,816.575,41125642.0
2024-10-10,1380.025,1386.0,1369.425,1371.05,22358646.0,4253.25,4293.85,4198.6,4227.4,2378875.0,819.5,832.725,816.25,831.2,21754766.0
2024-10-11,1370.0,1383.275,1368.825,1372.1,7980122.0,4143.0,4241.95,4112.45,4149.2,5759183.0,832.225,832.225,821.625,825.5,23672594.0
2024-10-14,1379.45,1380.075,1368.25,1372.525,12221432.0,4140.0,4165.4,4122.2,4136.65,2137590.0,828.025,846.025,827.0,844.05,18527508.0
2024-10-15,1358.525,1371.7,1340.7,1344.025,33762794.0,4131.05,4169.95,4095.0,4116.8,2759474.0,847.0,849.0,837.75,842.05,19651130.0
2024-10-16,1340.0,1364.0,1337.625,1354.075,20034438.0,4085.0,4115.0,4067.2,4094.95,2359151.0,840.05,853.975,840.05,849.9,20470682.0
2024-10-17,1365.7,1368.45,1352.05,1356.425,15543660.0,4112.8,4129.95,4092.95,4109.0,2522659.0,847.475,848.825,832.6,836.575,14695732.0
2024-10-18,1352.175,1368.425,1341.325,1359.3,12082452.0,4090.0,4146.15,4080.0,4123.05,2361000.0,831.55,845.5,827.05,840.925,24809724.0
2024-10-21,1367.125,1374.0,1357.725,1369.2,14067408.0,4132.6,4139.95,4070.0,4079.85,1595450.0,857.5,874.075,855.525,864.35,46548354.0
2024-10-22,1369.2,1376.0,1340.225,1343.35,15831960.0,4066.0,4089.8,4006.35,4015.5,1928049.0,865.025,870.0,855.35,857.275,38875280.0
2024-10-23,1337.5,1357.475,1335.0,1338.525,17214742.0,3999.6,4113.55,3995.15,4066.25,1966476.0,852.525,873.25,852.525,867.9,38036090.0
2024-10-24,1335.275,1343.7,1323.125,1339.8,22155934.0,4004.0,4079.0,4004.0,4047.9,2676744.0,869.05,884.325,869.05,874.825,30832258.0
2024-10-25,1343.5,1344.35,1322.0,1327.85,18597496.0,4057.05,4092.0,4032.7,4057.55,1759676.0,877.5,878.925,864.35,871.7,26130478.0
2024-10-28,1337.0,1353.0,1322.1,1334.35,10824350.0,4068.95,4134.0,4051.0,4090.85,1532534.0,871.0,875.5,864.45,867.1,22012142.0
2024-10-29,1328.1,1343.2,1320.3,1340.0,12008361.0,4095.85,4103.5,4060.1,4075.25,1445885.0,863.075,882.0,862.55,875.925,35794926.0
2024-10-30,1335.0,1350.0,1325.35,1343.9,11984423.0,4075.0,4107.0,4060.05,4084.65,1935002.0,871.0,877.375,862.1,867.3,32715724.0
2024-10-31,1340.0,1343.0,1326.15,1332.05,9331650.0,4070.0,4078.3,3960.0,3968.45,3740372.0,864.0,869.45,859.7,867.85,22895912.0
2024-11-01,1333.05,1341.95,1333.0,1338.65,2127335.0,3989.85,3998.95,3976.05,3984.2,154895.0,866.5,872.05,863.05,868.65,1759692.0
2024-11-04,1337.85,1340.0,1285.1,1302.15,19796890.0,3966.3,3991.9,3913.25,3964.15,2269192.0,872.5,872.5,855.45,857.05,28089248.0
2024-11-05,1293.0,1309.55,1286.15,1305.3,16267479.0,3941.1,3986.0,3941.1,3971.35,967590.0,851.5,881.35,848.95,878.925,44232406.0
2024-11-06,1310.0,1328.3,1300.2,1325.35,21625209.0,4003.6,4149.8,3975.25,4139.65,3792017.0,885.75,885.75,872.675,877.625,27787910.0
2024-11-07,1324.0,1324.0,1302.6,1305.65,9611974.0,4169.7,4205.8,4085.05,4150.9,3724349.0,872.15,880.475,869.0,873.275,18895456.0
2024-11-08,1297.65,1301.65,1275.0,1283.75,19814406.0,4155.0,4169.75,4117.65,4147.0,1648039.0,876.0,880.9,872.925,877.225,19902986.0
2024-11-11,1278.95,1286.0,1267.0,1272.7,9056552.0,4128.2,4234.3,4117.65,4198.7,1406487.0,877.275,891.4,875.6,883.15,24565362.0
2024-11-12,1275.55,1289.3,1267.5,1274.25,10671091.0,4216.0,4218.0,4164.35,4197.4,1587640.0,886.0,887.5,854.325,859.1,31395406.0
2024-11-13,1270.25,1275.45,1249.5,1252.05,14633633.0,4178.1,4196.75,4131.05,4150.35,1098813.0,858.375,864.7,836.5,840.675,35728500.0
2024-11-14,1253.6,1272.6,1251.1,1267.6,12612633.0,4135.0,4160.0,4116.45,4145.9,1825432.0,836.55,852.425,836.05,846.375,27146470.0
2024-11-18,1267.6,1272.9,1243.9,1260.75,13620611.0,4213.0,4213.0,3990.2,4019.5,3313944.0,850.0,859.45,847.5,852.55,27081968.0
2024-11-19,1260.75,1281.5,1235.15,1241.65,14183746.0,4019.9,4132.15,4014.1,4039.55,1776233.0,857.0,876.875,851.35,871.125,50981272.0
2024-11-21,1241.65,1243.95,1217.25,1223.0,19433843.0,4044.9,4092.45,4024.0,4072.85,2384347.0,874.7,879.5,867.1,870.6,35716512.0
2024-11-22,1229.4,1268.85,1222.45,1265.4,20471957.0,4071.0,4254.95,4054.0,4244.6,3096553.0,871.775,877.15,864.775,872.8,24773612.0
2024-11-25,1290.0,1304.45,1282.45,1287.0,28923341.0,4280.0,4328.1,4252.2,4315.1,4052167.0,892.525,901.775,882.45,892.8,427737274.0
2024-11-26,1294.95,1297.85,1284.2,1295.7,9247557.0,4321.05,4366.6,4310.0,4352.7,2060669.0,905.0,905.0,884.9,892.775,30935566.0
2024-11-27,1293.5,1303.85,1286.0,1293.2,9572746.0,4358.95,4377.4,4324.05,4332.55,1558993.0,894.95,908.675,892.575,906.15,32714976.0
2024-11-28,1289.95,1296.6,1269.05,1270.8,15027412.0,4319.0,4339.95,4233.0,4244.9,2558544.0,909.5,918.05,894.0,896.575,35722392.0
2024-11-29,1280.0,1299.5,1275.25,1292.2,13202307.0,4220.0,4298.7,4195.65,4270.85,2017425.0,900.65,902.3,891.45,898.025,27669536.0
2024-12-02,1288.0,1311.35,1277.05,1309.15,11024152.0,4270.0,4288.2,4230.05,4276.65,1670944.0,901.75,904.075,887.5,902.35,15110876.0
2024-12-03,1317.0,1326.8,1307.0,1323.3,16869482.0,4314.35,4325.0,4265.45,4302.75,2010905.0,911.35,918.7,908.05,913.15,43410242.0
2024-12-04,1326.0,1328.4,1304.05,1308.95,19608540.0,4313.55,4386.95,4289.05,4354.4,3302642.0,919.0,932.5,915.575,930.05,44669084.0
2024-12-05,1314.35,1329.95,1306.15,1322.05,16858723.0,4400.8,4489.0,4360.0,4464.05,3746747.0,930.0,939.975,917.6,932.875,39682714.0
2024-12-06,1323.9,1323.9,1310.0,1311.55,9037514.0,4453.0,4465.0,4412.75,4445.5,1842087.0,928.5,932.1,922.0,927.925,17783156.0
2024-12-09,1303.0,1315.0,1293.1,1295.15,14650002.0,4430.45,4469.4,4415.55,4452.15,2066639.0,926.825,940.0,924.5,935.0,26947912.0
2024-12-10,1289.25,1294.9,1280.2,1284.85,16043729.0,4426.15,4493.8,4412.1,4432.55,2087828.0,938.85,938.85,929.275,934.05,13325480.0
2024-12-11,1285.0,1290.0,1276.05,1278.2,11724373.0,4431.85,4448.65,4407.0,4427.45,1635256.0,930.85,935.95,928.375,931.55,14045426.0
2024-12-12,1270.0,1278.2,1260.6,1262.9,20906813.0,4430.05,4485.0,4426.0,4454.95,1914642.0,925.5,934.325,924.35,929.625,17293790.0
2024-12-13,1260.0,1275.2,1239.6,1272.85,28630222.0,4434.95,4494.9,4394.4,4473.9,1967048.0,931.25,937.5,914.625,935.875,19009002.0
2024-12-16,1275.0,1281.0,1266.55,1268.3,9486781.0,4459.0,4475.0,4397.0,4415.2,1646224.0,932.55,934.975,927.625,932.6,13107082.0
2024-12-17,1261.05,1263.9,1242.8,1245.3,17462791.0,4410.0,4432.95,4318.0,4328.5,3225027.0,928.175,931.175,913.25,916.625,21079532.0
2024-12-18,1240.65,1259.95,1240.65,1253.25,12670179.0,4311.7,4362.0,4289.6,4347.85,1575404.0,914.925,918.0,903.575,905.35,23422312.0
2024-12-19,1239.0,1244.9,1229.0,1230.45,14244653.0,4282.0,4364.0,4262.0,4271.9,3015763.0,899.8,900.55,889.5,896.75,25380770.0
2024-12-20,1224.0,1239.5,1201.5,1205.3,20312896.0,4329.0,4382.0,4152.5,4170.3,4116989.0,891.1,898.775,883.525,885.75,25692348.0
2024-12-23,1215.0,1227.2,1213.2,1222.3,10052824.0,4200.05,4217.0,4114.9,4158.3,2195338.0,891.0,903.0,890.65,900.5,11044592.0
2024-12-24,1222.3,1233.55,1221.0,1222.75,6734917.0,4158.3,4218.0,4158.3,4179.5,1181886.0,901.025,904.35,894.775,899.05,14485834.0
2024-12-26,1224.25,1227.7,1214.25,1216.55,10016178.0,4179.5,4199.95,4143.15,4169.1,1208464.0,899.275,906.0,890.375,895.375,10481678.0
2024-12-27,1218.3,1227.9,1217.0,1221.05,7000397.0,4163.0,4180.95,4147.25,4164.85,858100.0,897.4,902.975,894.55,899.125,7259330.0
2024-12-30,1216.4,1223.2,1208.1,1210.7,8818766.0,4151.0,4199.3,4112.0,4158.8,1527169.0,896.1,907.5,885.5,888.95,22222218.0
2024-12-31,1208.0,1219.1,1206.15,1215.45,6405475.0,4135.0,4139.95,4032.05,4094.8,1555429.0,885.15,890.9,882.8,886.425,14117236.0
2025-01-01,1214.85,1226.3,1211.6,1221.25,5892590.0,4094.4,4134.0,4085.45,4112.45,763161.0,886.725,897.0,880.55,891.375,7313806.0
2025-01-02,1221.25,1244.45,1220.0,1241.8,15486276.0,4120.0,4183.0,4096.95,4175.75,1720835.0,888.55,901.725,886.5,896.875,18558576.0
2025-01-03,1243.9,1262.05,1235.5,1251.15,15521102.0,4179.95,4179.95,4092.3,4099.9,1791953.0,895.5,897.625,873.15,874.6,24426194.0
2025-01-06,1253.95,1262.0,1215.0,1218.0,14816766.0,4105.5,4149.65,4066.4,4095.0,2085593.0,870.05,878.6,852.9,855.25,18816348.0
2025-01-07,1222.0,1244.5,1221.25,1240.85,10070505.0,4114.95,4140.35,4011.55,4028.3,2669054.0,857.5,860.5,850.0,856.7,13527906.0
2025-01-08,1249.0,1271.05,1245.35,1265.5,19346579.0,4034.9,4126.0,4017.75,4108.4,2181277.0,854.125,855.825,841.675,847.15,19738190.0
2025-01-09,1267.0,1269.75,1248.05,1254.75,12794704.0,4101.0,4137.75,4025.3,4038.85,2392472.0,842.075,844.5,829.05,833.9,40420222.0
2025-01-10,1253.85,1256.75,1236.0,1241.9,8120332.0,4200.0,4297.0,4170.0,4265.65,7894300.0,835.5,837.45,827.0,828.375,17453280.0
2025-01-13,1230.0,1245.25,1226.4,1239.85,13764861.0,4245.0,4322.95,4227.4,4291.1,4003771.0,820.0,823.375,812.15,815.425,21669066.0
2025-01-14,1244.1,1253.35,1227.25,1238.75,13095266.0,4302.0,4313.9,4219.05,4233.05,3441709.0,819.95,828.1,818.5,823.3,26661432.0
2025-01-15,1244.95,1257.0,1241.85,1252.2,9578856.0,4218.0,4256.45,4207.45,4249.6,1653474.0,828.25,831.35,818.15,821.525,14022892.0
2025-01-16,1258.9,1275.0,1251.3,1266.45,14117603.0,4260.0,4294.0,4191.85,4206.3,2637705.0,826.425,830.275,821.425,826.025,21212454.0
2025-01-17,1322.25,1326.0,1285.0,1302.35,29366277.0,4159.9,4160.6,4100.05,4124.3,1761466.0,821.75,825.25,814.25,818.375,23112076.0
2025-01-20,1316.0,1316.0,1300.25,1305.45,14040244.0,4145.8,4145.8,4068.1,4077.8,1287799.0,813.0,830.475,813.0,825.625,17557618.0
2025-01-21,1310.5,1313.0,1270.2,1273.7,14562976.0,4095.3,4111.0,4030.0,4035.85,1971591.0,829.125,830.525,816.525,821.2,31158144.0
2025-01-22,1278.3,1282.9,1268.7,1277.1,10273590.0,4050.0,4163.15,4044.2,4156.6,2409223.0,821.2,835.95,812.725,833.025,30619306.0
2025-01-23,1270.0,1277.35,1261.6,1263.65,8720682.0,4168.0,4191.35,4140.05,4145.45,1822998.0,843.5,843.5,825.625,832.45,34909158.0
2025-01-24,1266.0,1273.0,1243.5,1246.3,14235970.0,4104.0,4178.0,4104.0,4152.35,1910099.0,830.0,835.15,822.25,824.9,24236200.0
2025-01-27,1239.1,1240.45,1220.0,1229.35,9536019.0,4102.0,4156.35,4041.05,4065.15,1551782.0,820.55,821.8,813.0,814.9,22804166.0
2025-01-28,1238.0,1244.75,1218.5,1234.4,10568025.0,4070.8,4102.0,4028.3,4040.3,2468272.0,823.5,842.15,823.5,835.2,30179312.0
2025-01-29,1236.0,1242.75,1228.05,1235.5,5928156.0,4054.0,4107.85,4054.0,4099.8,1217089.0,837.5,840.575,834.425,838.65,12619890.0
2025-01-30,1235.55,1257.0,1232.4,1253.05,9269259.0,4099.9,4129.9,4058.5,4100.05,1531251.0,840.5,848.95,836.275,845.75,25744846.0
2025-01-31,1255.85,1267.0,1249.0,1265.1,6584612.0,4110.0,4128.45,4085.25,4112.4,1492943.0,843.625,852.35,841.975,849.375,15821686.0
2025-02-01,1265.1,1270.55,1241.0,1264.6,7118453.0,4113.0,4135.9,4056.0,4073.15,437172.0,848.75,856.5,838.025,845.475,5587528.0
2025-02-03,1251.0,1256.0,1237.55,1245.9,9252345.0,4030.9,4077.0,3998.7,4068.65,1265713.0,835.0,843.4,831.725,839.0,20276540.0
2025-02-04,1248.05,1288.8,1246.6,1285.2,16691069.0,4083.7,4118.85,4066.05,4107.05,2547132.0,844.35,862.9,840.025,860.45,28616502.0
2025-02-05,1282.65,1290.5,1276.7,1278.2,10112028.0,4150.0,4150.0,4076.0,4091.1,1693912.0,866.5,872.1,859.45,868.9,23675506.0
2025-02-06,1273.7,1288.0,1270.35,1281.55,9956001.0,4105.4,4139.5,4051.55,4082.75,2284536.0,867.75,874.5,862.0,871.925,26760716.0
2025-02-07,1276.15,1283.7,1262.0,1266.7,8764283.0,4090.0,4090.0,4008.0,4029.4,1548940.0,875.0,883.5,862.5,866.375,23509600.0
2025-02-10,1264.5,1266.5,1245.55,1253.65,6970972.0,4040.0,4052.0,4014.35,4036.95,1339511.0,858.65,861.725,854.25,857.875,17195950.0
2025-02-11,1264.55,1264.55,1230.1,1234.85,8859714.0,4018.4,4040.0,3955.0,3963.55,1810908.0,851.5,855.5,844.35,850.7,22724704.0
2025-02-12,1219.45,1226.9,1193.35,1216.55,21131654.0,3971.1,4021.75,3940.15,3950.15,1678002.0,846.5,856.0,840.6,853.4,22809570.0
2025-02-13,1217.05,1228.0,1212.0,1216.1,8511216.0,3968.0,3984.45,3902.25,3910.15,2277310.0,849.5,857.125,846.775,848.85,12602434.0
2025-02-14,1219.0,1224.0,1205.45,1217.25,10298145.0,3925.0,3948.0,3900.0,3934.85,1681975.0,850.95,850.95,840.0,847.425,19959892.0
